Author	Year	Title	Publication Type
Crimmins, E., Hayward, M. D., & Saito, Y.	1996	Differentials in active life expectancy in the older population of the United States	Journal Article
Crimmins, E. M, Hayward, M. D., & Saito, Y.	1994	Changing mortality and morbidity rates and the health status and life expectancy of older population	Journal Article
Crimmins, E & Saito, Y.	1993	Getting better and getting worse: Functional ability in an older population	Journal Article
Crimmins, E. M,, Saito, Y., & Hayward, M. D.	1993	Sullivan and Multistate Method of estimating active life expectancy: Two methods, two issues. Calculation of Health Expectancies: Harmonization, Consensus Achieved and Future Perspectives, 155-60	Book
Crimmins, E., Saito, Y., & Ingegneri, D.	1989	Changes in life expectancy and disability-free life expectancy in the United States, Population and Development Review, 15, 235-267	X
Cruz, G. T., & Berja, C.	2004	Non-sexual risk behaviors	Book
Deeg, D. J.	1993	Sex differences in IADL in the Netherlands: Functional and situational disability	Book
Deeg, D., Verbrugge. L., & Jagger, C.	2003	Disability measurement	Book
De Guzman, E., Magracia, M. L., & Zabian, Z. C.	1995	Mortality differentials in the Philippines	Monograph
Department of Social Welfare and Development and Development Academy of the Philippines	2003	An evaluative study on the Implementation of Republic Act 7432: Final report and case studies	X
Doblhammer, G., & Kytir, J.	2001	Compression or expansion of morbidity? Trends in healthy-life expectancy in the elderly Austrian population between 1978 and 1998	Journal Article
Domingo, L. J., & Marquez, M.	1999	Smoking, drinking and drug use	Book
East-West Center	2002	The future population in Asia	Book
Eberhardt, M. S., Ingram, D. D., & Makuk, D. M.	2001	Urban and rural health chartbook, health, US, 2001	X
Eitzen, S. D.	1983	Social problems	Book
Elder, G. Jr.	1994	The life course paradigm: Historical, comparative and developmental perspectives	Book
Freedman, V. A., & Martin, L. G.	1998	Understanding trends in functional limitations among older Americans	Journal Article
Fries, J.	1980	Aging, natural health, and the compression of morbidity	Journal Article
Fries, J. F.	1989	The compression of morbidity: Near or far? Milbank Memorial Fund Quarterly, 67, 208-232	X
Glass, T. A.	1998	Conjugating the 'tenses' of function: Discordance among hypothetical, experimental and enacted function in older adults.	Journal Article
Gruenberg, E. M.	1977	The failures of success	Journal Article
Ham-Chande, R.	2003	Ageing and health expectancies in urban Latin America	Book
Haveman, R. H., & Wolfe, B.	1984	Schooling and economic well-being: The role of nonmarket effects	Journal Article
Hayward, M. D., & Heron, M.	1999	Racial inequality in active life among adult Americans	Journal Article
Hayward, M. D., Peinta, A. M., & McLaughlin, D. K.	1997	Inequality in men's mortality: The socioeconomic status gradient and geographic context	Journal Article
Hermalin, A. I.	2003	The well being of the elderly in Asia: A four-country comparative study	Book
Herrin, A.	2002	The impact of economic booms and crises on fertility in selected Asian countries	X
Hogan, D., Eggebeen, D. & Clegg, C.	1993	The structure of intergenerational exchanges in American families	Journal Article
House, J. S., Kessler, R. C., & Herzog ,A. R.	1990	Age, socioeconomic status and health	Journal Article
House, J. S., Lepkowski, J. M., Kinney, A. M., Mere, R. P., Kessler, R. C., & Herzog, A. R.	1994	The social stratification of aging and health	Journal Article
Idler, E. L., & Benyami, Y.	1997	Self-rated health and mortality: A review of twenty-seven community studies	Journal Article
Ikkink, K. K., van Tilburg, T., & Knipscheer, K.	1999	Perceived instrumental support exchanges in relationships between elderly parent and their adult children: Normative and structural explanations	Journal Article
Jagger, C.	1999	Health expectancy calculation by the Sullivan Method: A practical guide	X
Jagger, C.	2003	Introduction. Determining Health Expectancies, 185-186	Book
Katz, S. A., Ford, A., Moskowitz, R., Jackson, B., & Jaffe, M.	1963	Studies of illness in the aged: The Index of ADL, a standardized measure of biological and psychological function	Journal Article
Kinsella, K., & Velkoff, V.	2001	U. S. Census Bureau, Series P95/01-l, An Aging World: 2001	Book
Knodel, J., Ofstedal, M., & Hermalin, A.	2002	The demographic, socioeconomic and cultural context of the four study countries	Book
Kramer, M.	1980	The rising pandemics of mental disorders and associated chronic diseases and disabilities	Journal Article
Liang, J., Liu, X., & Gu, S.	2001	Transitions in functional status among older people in Wuhan, China: Socioeconomic differentials	Journal Article
Lamb, V. L.	1999	Active life expectancy of the elderly in selected asian countries	X
Land, K. C., Guralnik, J. M., & Blazer, D. G.	1994	Estimating increment-decrement life tables with multiple covariates from panel data: The case of active life expectancy	Journal Article
Laditka, S. B., & Hayward, M. D.	2003	The evolution of demographic methods to calculate health expectancies	Book
Laditka, S. B., &. Wolf, D. A.	1998	New methods for analyzing active life expectancy	Journal Article
Lawton, M. P. & Brody, E.	1969	Assessment of older people: Self-maintaining and instrumental activities of daily living	Journal Article
Lieve, A. & Brouard, N.	2003	The estimation of health expectancies from cross-longitudinal surveys	Journal Article
Li, M.	2003	Health status and health expectancy for the elderly in Taiwan from 1989 to 1999	Dissertation	
Liu, X., Liang, J., Muramatsu, N., & Sugisawa, H.	1995	Transitions in functional status and active life expectancy among older people in Japan	Journal Article
Manton, K. G., & Gu, X.	2001	Changes in the prevalence of chronic disability in the United States black and nonblack population above age 65 from 1982 to 1999	Proceedings
Manton, K. G., Corder, L. S., & Staffard, E.	1997	Chronic disability trends in elderly United States populations: 1982-l994	Proceedings
Manton, K., Staliard, E., & Tolley, H. D.	1991	Limits to human life expectancy: Evidence, prospects, and implications	Journal Article
Manton, K. G.	1982	Changing concepts of morbidity and mortality in the elderly population	Journal Article
Martin, L. G.	1989	Living arrangement of the elderly in Fiji, Korea, Malaysia and the Philippines	Journal Article
Martin, L. G., &. Kinsella, K.	1994	Research on the demography of aging in developing countries	Book
Mathers, C. D., Robins, L. M., & Wikins, R.	l994	Health expectancy indicators: Recommendations for terminology	Book
Medina, B.	1991	The Filipino family: A text with selected readings	Book
Melinchok, M. D., McEnvoy, K., Stewart, A., Rimkus, A., & Yeager, A.	2002	Thesaurus of aging terminology	Book
Minois, G.	1989	 History of old age from antiquity to the renaissance	Book
Morgan S. P., & Hirosima, K.	1983	The persistence of extended family residence in Japan: Anachronism or alternate strategy?	Journal Article
Mulhorn, K. A.	2001	Levels of disability as a mortality risk factor Among the elderly	Research Paper
Murray, C. J., & Lopez, A. D,	1996	The incremental effect of age-weighting on YLLs, YLDs and DALYs: A response	Journal Article
Myers, G, Lamb, V., & E. Agree, E.	2003	Trends in health expectancies	Book
Nagi, S. Z.	1965	Some conceptual issues on disability and rehabilitation	Book
Nagi, S. Z.	1976	An epidemiology of disability among adults in the US	Journal Article.
Nagi, S. Z.	1991	Disability concepts revisited: Implication for prevention. Disability in America: Toward a national agenda for prevention	Book
National Statistics Office	2004	2003 National demographic and health survey preliminary report	Survey Report
National Statistics Office	2003	Deaths in the Philippines 2000	Online
National Statistics Office	2002	Census on population and housing	Survey Report
National Statistics Office	1997	1995 Census-based national and regional population projections	Survey Report
Natividad, J.	1999	Health status and health risk behavior of the elderly and the near elderly	X
Natividad, J., & Cruz, G.	2002	A feasibility study on the use of the panel design for the study of the elderly and the course of aging in the Philippines: The Visayan sample	Report	
Natividad J., & Cruz, G.	1997	Patterns in living arrangments and familial support for the elderly in the Philippines	Journal Article
Nusselder, W. J., & Looman, C.	2004	Decomposition of differences in health expectancy by cause	Journal Article
Nusselder, W. J.	2003	Compression of morbidity. Calculation of Health Expectancies: Harmonization, Consensus Achieved and Future Perspectives, 35-58	Book
Ofstedal, M. B., & Natividad, J.	2002	Patterns of health service utilization	Book
Ofstedal, M. B., Zimmer, Z., Cruz, G., Chan, A. & Lin, Y. H.	2002	A comparison of self-assessed health expectancy among older adults in several Asian setting	X
Olshansky, S. J., Rudberg, M., Carnes, B., Cassel, C., J. A. Brody, J.	1991	Trading off longer life for worsening health: The expansion of morbidity hypothesis	Journal Article
Olshansky, J., Cames, B., & Cassel, C.	1990	In search of Methuselah: Estimating the upper limits to human longevity	Journal Article
Olshansky, S.	1986	The fourth stage of the epidemiologic transition: The age of delayed and degenerative diseases	Journal Article
Omran, A.	1971	The epidemiologic transition: A theory of the epidemiology of population change	Journal Article
Orbeta, A.	2002	Population and poverty: A review of the links, evidence and implications for the Philippines	X
Peck K. M., & Coward, R. T.	1999	Gender differences in the risk of developing disability among older adults with arthritis	Journal Article
Petersen, W.	1975	Population	Book
Riley, M. W., Foner, A., & Riley, J.	1999	The aging and society paradigm	Book
Riley, M. W.	1976	Age strata in social systems	Book
Robins, J. M., Romieu, I, & Michel, J. P.	2003	Trends in health expectancies	Book
Robine, J. M., Nusselder, W., & Jagger, C.	2000	Background to health expectancies. Selection of coherent set of health indicators: A first step towards a user's guide to health expeetancies for the European Union, 5-8	Book
Robine, J. M., & Romieu, I.	1998	Healthy active aging: Health expectancies at age 65 in the different parts of the world	Book
Robins, J. M., & Mathers, C.	1993	Measuring the compression or expansion of morbidity through changes in health expectancy. Calculation of Health Expectancies: Harminization, Consensus Achieved and Future Perspective, 269-286	Book
Robine, J. M., & Ritchie, K.	1991	 Healthy life expectancy: Evaluation of global indicators of change in population health	Journal Article
Rogers, R. G., Rogers, A., & Belanger, A.	1992	Disability-free life among the elderly in the United States	Journal Article
Rogers, A., Rogers, R. G., & Belanger, A.	1990	Longer life but worsening health? Measurement and dynamics	Journal Article
Rogers, R. G., Rogers, A., & Belanger, A.	1989	Active life among the elderly in the United States: Multistate life table estimates and population projection	Journal Article
Rogers, A.	1975	Introduction to multiregional mathematical demography	Book
Ross, C., & Wu, C.	1996	Education, age and cumulative advantage in health	Journal Article
Saito, Y., Qiao, X., & Jitapunkul, S.	2003	Health expectancy in Asia	Book
Saito, Y., Crimmins, E., & Hayward, M. D.	1999	Health expectancy: An overview	Research Paper
Schoen, R., & Woodrow, K.	1980	Labor force status life tables for the United States	Journal Article
Schoen, R.	1975	Constructing increment-decrement life tables	Journal Article
Schroots, J., & Yates, F.	1999	On the dynamics of development and aging	Book
Shankardass, M. K.	1999	The changing roles of India's older Women	X
Sihvonen, A., Kunst, A., Lahelma, E., Valkonnen, T., & Mackenback, J.	l998	Socioeconomic inequalities in health expectancy in Finland and Norway in the late 1980s	Journal Article
Silverstein, M.	1995	Stability and change in temporal distance between the elderly and their children	Journal Article
Silverstein, M., & Bengtson, V.	1991	Do close parent-child relations reduce the mortality risk of older parents?	Journal Article
Soda, O.	1999	Older women and the role of caregiving in Japan: Can the long-term care insurance relieve burden?	X
Spector, W. D., & Fleishman, J. A.	1998	Combining activities of daily living with instrumental activities of daily living to measure functional disability	Journal Article
Sullivan, D. F.	1971	A single index of mortality and morbidity	X
Uback, M. L.	2003	Congress oks bill banning smoking in public places	News Article
Umberson, D.	1992	Relationships between adults children and their parents: Psychological consequences for both generations	Journal Article
United Nations	1993	World Population Prospects	Book
United Nations	2002	Report of the second world assembly on aging	Book
Verbrugge, L. M., & Jette, A.	1994	The disablement process	Journal Article
Verbrugge, L. M.	1989	Recent, present, and future health of American Adults	X
Verbrugge, L. M.	1989	The Twain meet: Empirical explanations of sex differences in health and mortality	Journal Article
Verbrugge, L. M.	1984	Longer life but worsening health? Trends in health and mortality of middle-aged and older persons	Journal Article
Waidman. T., Bound, J., & Schoenbaum, M.	1995	The illusion of failure: Trends in the self-reported health of the U.S. elderly	Journal Article
Wiener, J,, Hartley, R., Clark, R., & Van Nostrand, J.	1990	Measuring the activities of daily living: Comparisons across national surveys	Journal Article
Yates, F. E., & Benton, L.	1995	Loss of integration and resiliency with age: A dissipative destruction	Book
Yates, F. E., & Benton, L.	1995	Rejoinder to Rosen's comment on biological senescence: Loss of integration and resilience	Journal Article
Zimmer, Z., Chayovan, N., Lin, H. S., & Natividad, J.	2004	How indicators of socioeconomic status relate to physical functioning of older adults in three asian societies	Journal Article
Zimmer, Z., Natividad, J., Ofstedal, M., & Lin, H.	2002	Physical and mental health and well-being	Book
Zimmer, Z., Natividad, J., Lin, H.S. & Chayovan, N.	2000	A cross-national examination of the determinants of self-assessed health	Journal Article
Zimmer, Z., Liu, X., Hermann, A., & Chuang, C.	1998	Educational attainment and transitions in functional status among older Taiwanese	Journal Article
