Author	Year	Title	Publication Type
Gajanayake, I.	1989	Traditional contraception in Sri Lanka.	Monograph
Gilis, M., Perkins, D., Roemer, M., & Snodgrass, D.	1992	Economics of development.	Monograph
Hansen, S.	1996	Population: Its challenge to economic and social scientists.	Journal Article
Isiugo-Abanihe, U.	1994	The socio-cultural context of high fertility among Igloo women.	Journal Article
Jain Anrudh, K.	1985	The impact of development and population policies on fertility in India.	Journal Article
Khan, M., & Rahman, M.	1995	Determinants of contraceptive method choice in rural Bangladesh.	Unpublished
Laing, J.	1987	Periodic abstinence in the Philippines: New findings from a national survey.	Journal Article 
Livi-Bacci, M.	1997	Population, constraint, and adaptation: A historical outlook.	Monograph
Lesthaeghe, R., & Jolly, C.	1995	The start of Sub-Saharan fertility transition: Some answers and many questions.	Journal Article
Limanonda, B.	1991	The study of interaction between clients and grassroot family planning workers: Implications for programme performance.	X
Lindert, P.	1980	Child costs and economic development.	Monograph
Lucas, D.	1980	Fertility.	Monograph
Malthus, T.	1976	An essay on the principle of population.	Monograph
Mason, K.	1994	Do population programs violate women's human rights?	Monograph
Mauldin, W.	1991	Contraceptive use in the year 2000.	Monograph
Merrick, T.	1998	Population and poverty: New views on an old controversy.	Journal Article
Molyneaux, J., Lerman, C., Pandi, E., & Wibisono, S.	1990	Correlates of contraceptive method choice in Indonesia.	Journal Article 
National Statistical Coordination Board	2003	Annual per capita poverty thresholds, poverty incidence and magnitude of poor families: 2000 and 2003.	Online
National Statistical Coordination Board	2005	2000 and 2003 poverty estimates.	Online
National Statistics Office	1994	National demographic survey 1993.	Survey
National Statistics Office, Department of Health, & Macro International Incorporated	1999	National demographic and health survey 1998.	Survey
National Statistics Office	2004	National demographic survey 2003.	Survey
National Research Council, & Committee on Population	1993	Factors affecting contraceptive use in Sub-Saharan Africa.	Monograph
Thang, N., & Anh, D.	2002	Accessibility and use of contraceptives in Vietnam.	Journal Article
Obadan, M., & Odusola, A.	1990	Savings, investment and growth connections in Nigeria: Empirical evidence and policy implications.	Journal Article
Odusola, A., Oyediran, K., Bogunjoko, J., & Adeyemo, J.	1998	Adjustment policies, gender dynamics and family size reduction in Nigeria: A case study of Lagos State.	X
Odusola, A., Oyediran, K., Bogunjoko, J., & Adeyemo, J.	1998	Adjustment policies, gender dynamics and family size reduction in Nigeria: A case study of Kaduna State.	X
Olusanya, P.	1989	Human reproduction in Africa: Fact, myth and the Martyr Syndrome.	Journal Article
Orbeta A. Jr.	2002	Population and poverty: A review of the links, evidence and implications forthe Philippines.	Discussion Paper
Orbeta A., & Pernia, E.	1999	Population growth and economic development in the Philippines: what has been the experience and what must be done?	Discussion Paper
Parado, J., & Bulatao, R.	1989	The contraceptive method mix: An overview. DHS World Conference, 2. Washington D.C.
Perez, A.	1994	Fertility in the Phillippines: What the 1993 National Demographic Survey say.	Paper
Philips, J.	1974	 A multivariate analysis of the effect of the administration of services upon the choice of contraceptive methods in the Phiiippines.	X
Po, A.	2001	The determinants of current contraceptive method choice in the Philippines.	Thesis
Potter, J., Mojarro, O., & Nunez, L.	1987	The influence of health care on contraceptive acceptance in rural Mexico.	Journal Article 
Rele, J., Kapoor, P., & Khan, M.	1989	Determinants and consequences of contraceptive method choice in India.	Monograph
Reyes, C., & Valencia, L.	2007	Poverty reduction strategy and poverty monitoring: Philippine case study.	Online
Rindfuss, R., Swicegood, C., & Bumpass, L.	1989	Contraceptive choice in the United States: Process, determinants, and change.	Monograph
Salaff, J.	1985	Family size intentions and socio-economic status in Singapore, 1974-1981.	Journal Article
Satyajeet N., & Sureender, S.	1997	Female work status and its relationship with fertility and child loss in Orissa.	Journal Article
Shah, N., Shah, M., & Radovanovic, Z.	1998	Patterns of desired fertility and contraceptive use in Kuwait.	Journal Article
Somboonsuk, A., Xuto, N., Gray, R., & Grossman, R.	1978	A field study of the choice and continuity of three contraceptive methods in a rural area in Thailand.	Journal Article
Stewart, F.	1992	Can adjustment programme incorporate the interest of women?	Monograph
Teitelbaum, M.	1977	Relevance of demographic transition theory for developing countries.	Journal Article 
Westoff, C., & Jones, E.	1977	The secularization of U.S. Catholic birth control practices.	Journal Article
WHO Task Force on Psychological Research in Family Planning and Task Force on service Research in Family Planning	1980	User preferences for contraceptive methods in India, Korea, the Philippines, and Turkey.	Journal Article 
World Bank	2001	Attacking poverty: The World Bank.	Monograph
Young, A.	1995	The tyranny of numbers: Confronting the statistical realities of East Asian growth.	Journal Article
