Author	Year	Title	Publication Type
Morris, D. C.	2008	Health, finances, religious involvement, and life satisfaction of older adults.	Journal Article
Morris, J. N., & Sherwood, S.	1975	A retesting and modification of the Philadelphia Geriatric Center Morale Scale.	Journal Article
Morrow-Howelf, N., Hinterlong, I., Rozario, P. A., & Tang, F.	2003	Effects of volunteering on the well-being of older adults.	Journal Article
Mrockzek, D. K., & Spiro, A.	2005	Change in life satisfaction during adulthood: findings from veterans affairs normative aging study.	Journal Article
Mroczek, D. K., & Kolarz, C.	1998	The effect of age on positive and negative affect: a developmental perspective on happiness.	Journal Article
Murtagh, K. N., & Hubert, H. B.	2004	Gender differences in physical disability among an elderly cohort.	Journal Article
Nagata, A., Yamagata, Z., Nakamura, K., Miyamura, T., & Asaka, A.	1999	Sex differences in subjective well-being and related factors in elderly people in the community aged 75 and over.	Journal Article
Neugarten, B. L., Havighurst, R. J., & Tobin S. S.	1961	The measurement of life satisfaction.	Journal Article
Olshansky, S. J., Carries, B. A., & Butler, R.	2001	If humans were built to last.	Magazine
Ofstedal, M. B., & Natividad, J. N.	2002	Patterns of health care utilization.	Monograph
Pavot, W., & Diener, E.	1993	Review of the satisfaction with life scale.	Journal
Perrig-Chiello, P., Perrig, W. G. & Staehelin. H. B.	1999	Health control beliefs in old age: health relationship with subjective and objective health, and health behaviour.	Journal
Pheian, E. A., & Larson, E. B.	2002	"Successful Aging"- where next?	Journal Article
X	2007	Philippine Longitudinal Study on Aging 2007 Project Report.	Report
Pinquart, M. & Soerensen, S.	2000	Influences on socioeconomic status, social network competence on subjective wellbeing in later life: a meta-analysis.	Journal Article
Pinquart, M. & Soerensen, S.	2001	Influences on loneliness in older adults: A meta-analysis.	Journal Article
Quadagno, J.	1999	Aging and the life coursel: An introduction to social gerontology.	Monograph
Retherford, R. D., & Choe, M. K.	1993	Statistical models for causal analysis.	Monograph
Revicki, D. A., & Mitchell, J. P.	1990	Strain, social support, and mental health in rural elderly individuals.	Journal Article
Rowe, J. W., & Kahn R. L.	1997	Sucessful Ageing.	Journal Article
Rozation, P. A., Morrow-Howell, N., & Hinterlong, J. E.	2004	Role enhancement or role strain: Assessing the impact of multiple productive roles on older caregiver well-being.	Journal Article 
Salamon, M., & Conte, V.	1984	Life statisfaction in the elderly scale (LSES). Odessa, FL; Psychological Assessment Resources.
Salzaman, J.	2003	Methodological choices encountered in the construction of composite indices of economic and social well-being.	Online
Schilling, O.	2006	Development of life satisfaction in old age: Another view on the "paradox."	Journal Article
Shryock, H. S. & Siegel J. S.	1979	The methods and materials of Demography.	Monograph
Staudinger, H. M., & Flecson, W.	1996	Self and personality in old and very old age: A sample case of resilience?	Journal Article
Steverink, N., Westerhoft, G. J., Bode, C., & Dittman-Kohli, F.	2001	The personal experience of aging, individual resources, and subjective well-being.	Journal Article
Stolar, G. E., MacEntee, M. I. & Hill, P.	1992	Seniors' assessment of their health and life satisfaction: the case for contextual evaluation.	Journal Article 
Sycip, M. L., Asis, M. M., & Luna, E. M.	1993	Measurement of Filipino well-being.	Monograph
Tran, T. V., Wright., R., & Chatters, L.	1991	Health, stress, psychological resoures, and subjective well-being among older Blacks.	Journal Article
Thanakwang, K. & Soonthorndhada, K.	2006	Attributes of active ageing among older persons in Thailand.	Journal Article
United Nations	2008	World population prospects: the 2008 Revision.	X
United Nations Department of Economic and Social Affairs, Population Division	2002	World Population Ageing: 1950-2050.	X
Van Willigen, M.	2000	Differential benefirs of volunteering across the life course.	Journal Article
Vaupel, J.	2010	Biodemography of human aging.	Journal Article
Vaupel, J. W. & Lundstrom	1994	X	Monograph
Veenhoven, R.	1984	Conditions of happiness.	X
Veenhoven, R.	1993	Happiness in nations.	Monograph
Verbrugge L. M.	1984	Longer life but worsening health? trends in health and mortality of middle aged and older persons.	Journal Article
Verbrugge, L. M. & Jette, A. M.	1994	The disablement process.	Journal Article
von Heideken, Wagert, P., Ronnmark, B., Rosendahl, E., Lundin-Olsson, L., et al.	2005	Morale in the oldest old: the Umea 85+ study.	Journal Article
Wang, C. W., Iwaya, T., Kumano, H., Suzukamo, y., Tohimatsu, Y., & Fukuda, S.	2002	Relationship of health status and social support to the life satisfaction of older adults.	Journal Article
Warr, P., Butcher, V., & Robertson, J.	2004	Activity and psychological well-being in older people.	Journal Article
Windle, G., & Wands, R. T.	2004	Variations in subjective well-being: the mediating role of a psychological resource.	Journal Article
Wood, V. Wylie, M. L., & Sheafor, B.	1969	An analysis of a short self-report measure of life  satisfaction: correlation with rate judgments.	Journal Article
Zimmer, Z., Natividad, J. N., Ofstedal, M. B., & Lin, H. S.	2002	Phyical and mental health of the elderly.	Monograph
