Author	Year	Title	Publication Type
Coe, N. M., Kelly, P. F., & Young, H. W. C.	2007	Economic geography: A contemporary introduction.	Monograph
Commission on Filipinos Overseas	2012	Number of registered Filipino emigrants by age group: 1981-2011.	Online
Commission on Filipinos Overseas	2012	Number of registered Filipino emigrants by civil status: 1988-2011.	Online
Commission on Filipinos Overseas	2012	Number of regisfered Filipino emigrants by educational attainment prior to migration: 1988-2011.	Online
Commission on Filipinos Overseas	2012	Number of registered Filipino emigrants by major occupational group prior to migration: 1981-2011.	Online
Commission on Filipinos Overseas	2012	Number of registered Filipino emigrants by major country of destination: 1981-2011.	Online
Commission on Filipinos Overseas	2009	Stock estimate of overseas Filipinos as of December 2000-2008.	Online
Commission on Filipinos Overseas	2010	Stock estimate of overseas Filipinos as of December 2009.	Online 
Commission on Filipinos Overseas	2012	Stock estimate of overseas Filipinos as of December 2010.	Online
'Commission on Filipinos Overseas	2012	Stock estimate of overseas Filipinos as of December 2011.	Online 
Commission on Higher Education	2010	Higher education graduates by discipline group and academic year.	Online
Costello, M. P.	1985	Why people intend to move: Individuals and community level factors of out migration in the Philippines.	Journal Article
Cruz, V. P.	1987	Seasonal orphans and solo parents: The impact of overseas migration.	Journal Article
Davila. K.	2013	Bandila.	Television Broadcast.
De Jong, G. F. & Fawcett, J. T.	1981	Motivations for migration: An assessment and a value-expectancy research model.	Monograph
De Jong, G. F., & Legazpi-Blair, M. C.	1994	Occupational status of rural out-migrants and return migrants.	Journal Article
De Guzman, A. F.	1993	Katas ng Saudi: The work and life situation of the Filipino contract workers in Saudi Arabia.	Journal Article 
De Guzman, E. A.	1983	Social mobility and fertility in The Philippines. Population Change in Southeast Asia.	Monograph
Department of Labor and Employment	n. d.	Philippine Standard Occupational Classificafion Alphabetical Index.	Online 
Dex, S., Ward, K., & Joshi, H.	2006	Changes in women's occupations and occupational mobility over 25 years.	Survey
Dizon-Anonuevo, E.	2002	Revisiting migrant women's lives: Stories of struggles, failures and success.	Monograph
Dizon-Anonuevo, E.	2008	Migration and its impact on the children left behind.	Monograph 
Djamba, Y. K., Goldstein, S., & Goldstein, A.	2000	Migration and occupation changes during periods of economic transition: Women and men in Vietnam.	Journal Article
Docduier, F. & Ropoporl, H.	2004	Skilled migration: The perspective of developing countries.	Working Paper
Ducones, G., & Abello, M.	2008	Overseas Filipino Workers and their impact on household poverty.	Working Paper
Duncan, O. D.	1961	A socioeconomic index for all occupations.	Monograph
Duncan, O. D., & Hodge, R. W.	1963	Education and occupational mobility: A regression analysis.	Journal Article
Episcopal Commission for The Pastoral Care of Migrants and Itinerant People, & Scolobrini Center for People on the Move	1996	Character formation program on migration.	Monograph
Edmonston, B. & Micholowski, M.	2004	International migration. The methods and materials of demography. (2nd ed.).	Monograph
Evioto, E.U.	1992	The political economy of gender: Women and the sexual division of lobour in the Philippines.	Monograph 
Featherman, D.L. & Houser, R. M.	1976	Prestige or socioeconomic scores.	Monograph
Featherman, D.L. & Hauser. R. M.	1978	Opportunity and change.	Monograph
Fernandez, N. G.	1993	Feminization of Philippine labor migration.	Journal Article
Ganzeboom, H. B. G., De Graaf, P., & Treiman, D. J.	1992	A standard International Socio-Economic Index of Occupational Status.	Journal Article
Ganzeboom, H.B.G. & Treiman, D.J.	1996	Internationally comparable measures of occupational status for the was International Standard Classification of Occupations.	Journal Article
Ganzeboom, H.B.G.	2010	A new International Socio-Economic Index (lSEl) of occupational status for the International Standard Classification of Occupations 2008 (ISCO-08) constructed with data from the /SSP 2002-2007: With an analysis of quality of occupational measurement in ISSP.	Online
Ganzeboom, H. B. G.	2010	Questions and answers about ISEI-08.	Online
Ganzeboom, H.B.G.	2010	International Standard Classification of Occupations ISCO-O8 with ISEI-08 scores.	Online
Go, S.P.	1985	A community level study.	Journal Article
Gocatek, C. Z.	1999	Flight to the cities of the world: The Iabor migrants from Quezon City, 1998.	Thesis
Goldthorpe, J.H. & Hope, K.	1972	Occupgtiongi grading and occupational prestige.	Monograph
Greenstein, T.	2001	Methods of family research.	Monograph
Grusky, D. D.	2001	Social sfralificaiion: Class race, and gender in sociological perspective (2nd ed.).	Monograph
Hall, E.	2004	Social geographies of learning disobilily: Narratives of exclusion and inclusion.	Journal Article
Haup, T. A., Kane, T. T., & Haub, C.	2011	PRB's Population Hondbook (6th ed.).	Monograph
Houser, R.M. & Warren, J.R.	1997	Socioeconomic indexes for occupations: A review, update, and critique. Working Paper
Hoff; D. M.	1992	Society and population.	Monograph
Hiponia, V. L.	1987	Asians in the United States.	Journal Article
Hodge, R. W.	1981	The measurement of occupational status.	Monograph
Horan, P. M.	1974	The structure of occupoiionol mobility: Conceptucalization and analysis.	Journal Article
Hugo, G.	2013	What we know about migration and enhanced mobility.	Online
Hunter, LC. & Reid, G. L.	1968	Urban worker mobility.	Monograph
Institute for Migration and Development Issues	2008	The Philippine Migration and Development Statistical Almanac.	Almanac
Integrated Public Use Microdata Series, U.S.A.	n. d.	Chapter 4: integrated Occupation and industry Codes and Occupational Standing Variables in the IPUMS.	Online
International Labour Organization	2004	lnfemafional Standard Classification of Occupations 1968: Major, minor and unit groups.	Online
International Labour Organization	2004	International Standard Classification of Occupations 1988.	Online
International Lobour Organization	2008	Correspondence table: ISCO-88 -ISCO-08 (Excel).	Online
International Lobour Organization	2008	Correspondence fable: ISCO-08 -ISCO-88 (Excel).	Online
International Labour Organization	2008	Resolution concerning updating the International Standard Classification of Occupations.	Online
International Lcbour Orgcznization	2009	ISCO-08 Group de finifions - Final draft (Word).	Online
International Organization for Migration & Scalabrini Migration Center	2013	Country Migration Report: The Philippines 2013.	Report
Jacobs, J.	1989	Revolving doors: Sex segregation and women's careers.	Monograph
Kanlungan.	1995	Quezon City, Philippines.	X
Kannapan, S.	1968	The brain drain and developing countries.	Journal Article
Kelly, P., Astorga-Garcia, M., Esguerra, E. F., & the Community Alliance for Social Justice, Toronto	2009	Filipino immigrants in the Toronto labour markel: Towards a qualitative understanding of deprofessionalizalion.	Monograph
Kelly, P., Park, S. De Leon, C., & Priest, J.	2011	Profile of live-in caregiver immigrants to Canada, 1993-2009.	Report
Khondker, S. R.	1992	Earnings, occupational choice, and mobility in segmented labor markets in India.	Monograph
Kim, D.Y. & Kulkorni, V. S.	2009	The role of other's occupation on intergenerational educational and occupational mobility: The case of second-generation Chinese Americons in New York.	Journal Article
Krueger, R.A.	1991	Focus groups: A practical guide for applied research (2nd ed.).	Monograph
Lone, A. V.	1977	Migration and the processes of occupational mobility and status attainment.	Journal Article
Lane, B.	1992	Filipino domestic workers in Hong Kong.	Journal Article
Lauby, J. & Stork, O.	1988	Individual migration os O family strategy: Young women in the Philippines.	Journal Article
Lovores, O.	2007	How socially mobile ore tricycle drivers?: An intergenerational mobility study.	Thesis
Lee, E.S. 	1966	A theory of migrofion.	Journal Article
Lieberson, S. & Fuguilt, G.V.	1967	Negro-white occupational differences in the absence of discrimination.	Journal Article
Lin, G. & Christiadi, C.	2002	Interregion-occupational persistence and dispersion: A model of geographic and occupational mobility.	Paper
Long, J. & Ferrie, J.	2003	Labor mobility. The Oxford Encyclopedic of Economic History.	Online
Lorenzo, F.M.E., Golvez-Ton, J., Icomino, K., & Javier, L.	2007	Nurse migration from o source country perspective: Philippine country case study.	Journal Article
Malkin, M.	2007	Desperate Housewives insults Filipinos.	Online
Mangahos, M. A. A.	1984	 An evaluation of the Philippine overseas employment promotion policy.	Monograph
Mangahas, M. A. A.	1985	Trends in Philippine labor migration.	Journal Article
Mangahas, M. A. A. 	1996	Violence against women migrant workers: A Philippine reality check.	Journal Article
Massey, D. B.	1994	A global sense of place.	Online
Massey, D. S. 	1990	Social structure, hoUsehold strategies, cmd the cumulative causation of migration.	Journal Article
Massey, D. S., Arongo, J., Hugo, G., Kouaouci, A., Pellegrino, A., & Taylor, J. E.	1993	Theories of international migration: A review and appraisal.	Journal Article
Madras, J. 	1975	Social inequality, stratification and mobility.	Monograph
Matteo, A., Neagu, LC., & Camden, C.	2005	Brain waste?: Educated immigrants in the U.S, labor market.	Working Paper
Mayor, R.	2006	Migration of health professionals: Boon or bane.	Journal Article.
McBrier, D. B. & Wilson, G.	2004	Going downs: Race and downward occupational mobility for white-coworkers in the 19905.	Journal Article
Medeniflo, S.	2011	Filipino seafarers continue to increase.	Online
Meruerias, M.	2009	Alec Boldwirfs 'RP mail-order bride remark' irks senator.	Online
National Statistical Coordination Board	1993	Adoption of The 1992 Philippine Standard Occupational Classificofion.	Online
National Statistical Coordination Board	1993	Standards and clossification systems: Philippine Standard Occupoiionol Classification (PSOC).	Online
National Statistical Coordination Board	2012	The Pinoy diaspora: Where do our OFWs come from and where do they go? Sexy statistics.	Online
National Statistics Office	2000	Philippine Standard Occupational Clossification Codebook.	Monograph
National Statistics Office	2004	Survey on Overseas Filipinos 2003 and 2004: A Report on the Overseas Filipino Workers.	Survey
National Statistics Office	n. d.	Labor Force Survey.	Survey
National Statistics Office	n. d.	Survey on Overseas Filipinos.	Survey
National Statistics Office	2013	2012 Survey on Overseas Filipinos.	Survey
Nguyen, L.	n. d.	Pattern and determinants of occupational mobility of adult Ghanaian in-migrants in the Central Region.	Monograph
OFW Guide	2009	New age requirement for OFWs in Saudi Arabia.	Online
Ogena, N. B.	2008	Human capitol projections for the Philippines: issues and challenges for the 21st century.	Journal Article
Ogena, N. B. & De Jong, G. F.	1999	Infernal migration and occupational mobiliiy in Thailand.	Journal Article
Orara, S.	1994	Dollars remitted or human worth?: The unquantified costs of our labor export.	Journal Article
Poez, R. D.	2010	Migronls os development oclors: Challenges and opporfunilies.	Monograph
Palma-Beltran, R.	1991	Filipino women domestic helpers overseas: Profile one implications for policy.	Journal Article
Parnes, H.	1954	Research on labor mobility: An appraisal of research findings in the United States.	Monograph
Perez, A. E. & Feranil, I. Z.	1993	The economic integroiiorw Of fnmnln migrants in urban labor markets: The Philippine case.	Journal Article
Pessar, P. R., & Mahler, S. J.	2003	Transnational migration: Bringing gender in.	Journal Article
Philippine Overseas Employment Administration	2010	Deployment of Overseas Filipino Workers 1984 -2002.	Online
Philippine Overseas Employment Administration	2012	A Compendium of OFW statistics.	Online
Philippine Overseas Employment Administration	n. d.	Overseas Employment Statistics.	Online
Philippine Overseos Employment Administration	n. d.	POEA Annual Report.	Report
Portes, A. L.	1987	One field, many views: Competing theories of international migration.	Monograph
Powers, M. G., & Seltzer, W.	1998	Occupationol status and mobility among undocumented immigrants by gender.	Journal Article.
Pratt, G.	2003	Between homes: Displacement and belonging for second-generation Filipino-Canadian youths.	Journal Article
Pratt, G.	2005	Abandoned women and spaces of exception.	Journal Article
Rasul, A. D.	1994	The phenomenon of women overseas worker.	Journal Article
Ravenstein, E. G. 	1885	The Laws of Migration.	Journal Article
Reskin, B. F.	1991	Labor markets os queues: A slruciural approach Io changing occupational sex composition.	Monograph
Retherford RD. & Choe, M. J.	1993	Statistical models for causal analysis.	Monograph
Robinson, K.	2014	Purdue research: Loss of 'brain wosfe' among highly educated immigrants.	Online
Rodriguez, E. R.	1996	Net social benefits of emigration from the perspective of the source country: Do overseas Filipinos really benefit the Philippines?	Journal Article
Rosenfield, R. A.	1978	Women's intergenerational occupational mobility.	Journal Article
Samonte, E. L.	1991	Filipino migrant workers in Jopan: In search for a better life-the price of a dream.	Journal Article
Sorausod, M. R.	2013	Understanding the contemporary Philippines-Thailand migration system.	Dissertation
Scalabrini Migration Center	n. d.	Filipino means DH.	Online
Scalabrini Migration Center	2010	Realizing migration and development in the Philippines: Charting new policies, perspectives.	Monograph
Shah, C.	2009	Determinants of job separation and occupational mobility in Australia.	Working Paper
Sharma, M.	1986	Towards o political economy of emigration from the Philippines: The 1906 to 1946 Ilocano movement to Hawaii in hisioricoi perspective.	Journal Article
Silvey, R.	2004	Power, difference and mobility: Feminist advances in migration studies.	Journal Articl
Sittitrai, W., Brown, T., Corbollo, M., & Caraél, M.	1990	A guide to the use of focus group discussions in sexual behoviour and AIDS research.	Monograph
Sjaastad, A. H.	1962	The costs and returns of human migration.	Journal Article
Smits, J., Ulfee, W., & Lammers, J.	1996	Effects of occupcfionol status differences between spouses on the wife's labor force participation and occupational achievements: Findings from 1 2 European countries.	Journal Article
Soriano, M.	1996	Implications of international migration: A focus on the Philippine experience.	Journal Article
Stark, O.	2010	The migration of skilled workers as a policy tool for enhancing hmman capital formation and raising welfare.	Lecture
Thadani, V. N. & Todaro, M. P.	1984	Female migration: A conceptual framework.	Monograph
The University of Hawaii's Office of Multicultural Student Services	2005	Filipino migration to the United States.	Online
Tigno, J. V.	1993	Migration, the market and society: Issues in Philippine labor flows to Japan.	Journal Article
Tigno, J. V.	1996	 ASEAN Iobor migration: Experiences, perceptions, and perspectives.	Journal Article
Treimon, D. J.	1976	Occupational prestige in comparative perspective.	Monograph 
Tsoo, C.	2009	The war of home.	Online 
Tyner, J. & Donaldson, D.	1999	The geography of Philippine international migration fields.	Journal Article
University of the Philippines, Friends of Filipino Migroni Workers, inc., & Tel Aviv University	2002	The study on the consequences of international contract labor migration of Filipino parents on their children.	Report
Wenk, D. & Garrett, P.	1992	Having Q baby: Some predictions of maternal employment around childbirth.	Journal Article
Wikipedia	X	 Arab Spring	Online
Wilson, G.	2009	Downword mobiiiiy of women from write-collor employment: Determinonis and timing by race.	Journal Article 
Wong, R. S. & Hauser, R. M.	1992	Trends in occupational mobility in Hungary under socialism.	Working Paper
Yukawa, J.	1996	Migration from the Philippines, 1975-1995: An annotated bibliography.	Monograph
Zelinski, W.	1971	The hypothesis of the mobility transition.	Journal Article
