Author	Year	Title	Publication Type
Groenou, M., & van Tilburg, T.	1996	Network analysis	Monograph
Grundy, E., et al.	1996	Social support, life satisfaction and survival at older ages	Monograph
Hagestad, G.	1992	Family networks in an ageing society: Some reflections and explorations. Opportunities and challenges in an ageing society	Monograph
Hermalin, A., & Ofstedal, M.	2002	The vulnerable and their potential disadvantages	Monograph
Hermalin, A., & Ofstedal, M., & Chang, M.	1992	Types of supports for the aged and their providers in Taiwan	X
Hooker, R.	1996	Cultures in America	Online
Hooyman, N., & Kiyak, H.	1991	Social gerontology: a multidisciplinary perspective	Monograph
Hooyman, N., & Kiyak, H., et al.	1990	Patterns of support among the elderly in Taiwan and their policy implication	X
Lee, R.	2003	Demographic change, welfare, and intergenerational transfers: A global overview	Journal Article
Liang, J., Gu, S., & Krause, N.	1992	Social support among the aged in Wuhan, China	Journal Article
Litwin, H.	2003	The association of disability, sociodemographic background, and social network type in later life	Journal Article
Litwin. H.	2001	Social network type and morale in old age	Journal Article
Lopez, M.	1991	The Filipino family as home for the aged	X
Kim, I., & Choe, E.	1992	Support exchange patterns of the elderly in the Republic of Korea	Journal Article
Knodel, J., & Ofstedal, M.	2002	Patterns and determinants of living arrangements	Monograph
Knodel, J., et al.	1992	The familial support system of Thai elderly: An overview	Journal Article
Kramarow, E.	1995	Changing kinship structure and its implications for old-age support in urban and rural China	Journal Article
Martin, L.	1989	Living arrangements of the elderly in Fiji, Korea, Malaysia, and the Philippines	Journal Article
Mason, K.	1991	Family change and support of the elderly in Asia	Journal Article
Medina, B.	1995	Issues relating to Filipino marriage and family	Monograph
Myers, G., & Eggers, M.	1996	Demography. Encyclopedia of Gerontology, 1. Academic Press, Inc.
Narvaez, C.	1990	Health of the elderly. Socio-economic Consequences of Aging Popualtion Insights from the Philippine Experience	Monograph
Natividad, J., & Cruz, G.	1997	Patterns in living arrangements and familial support for the elderly in the Philippines	Journal Article
National Statistics Office	2003	The 2000 Philippine Census	Monograph
National Statistics Office, & ORC Macro	2004	The 2003 National Demographic and Health Survey	Survey
National Statistics Office	1997	The 1995 Philippine Census	Monograph
Okamura, J.	1998	The global Filipino diaspora as an imagined community	Online
Peterson, J. T.	1993	Generalized extended family exchange: A case from the Philippines	Journal Article
Peterson, J. T.	1990	Sibling exchanges and complementarity in the Philippine highlands	Journal Article
Pollack, O.	1948	Social adjustment in old age: A research planning report	Monograph
Quadagno, J.	1999	Aging and the life course: An introduction to social gerontology	Monograph
Republic of the Philippines	X	Republic Act No. 9257	X
Retherford, K. D., & Choe, M.	1993	Statistical models for causal analysis	Monograph
Samonte	1985	The elderly in the Philippine society	Monograph
Sarmiento, E. M.	1990	Family structure and relations of the elderly	Monograph
Sluzki, C. E.	2000	Social networks and the elderly: Conceptual and clinical issues, and a family consultation	Journal Article
Suh, M. K.	1992	The elderly population in Korea: Their health status and kin-based social support	Journal Article
Sugisawa, H., Liang, J., & Liu, X.	1994	Social networks, social support, and mortality among older persons	Journal Article
Unger, J. B., et. al.	1999	Variation in the impact of social network characteristics on physical functioning in elderly persons: MacArthur studies of successful aging	Journal Articles
United Nations	1996	Added years of life in Asia: Current situation and future challenges	Journal Article
United Nations	1999	The world population prospects: The 1998 revision	Monograph
United Nations	1999	The World population prospects: The 1998 revision	Monograph
Willimans, L., &  Domingo, L.	1992	The social status of the elderly within the household in the Philippines	Research Report
Wolchik, S. A., Beals, J., & Sandier, I.	1989	Mapping children's support networks: Conceptual and methodological issues	Monograph
World Health Organization	X	Mean, ageing and health: Achieving health across life span	Online
Zablan, Z. C.	1983	Trends and differentials in mortality. Population of the Philippines: Current Perspectives and Future Prospects	X
